Water level ,Time,Date
-0.83,9:30:00 AM,6/24/2022
-0.89,9:36:00 AM,6/24/2022
-0.99,9:42:00 AM,6/24/2022
-1.06,9:48:00 AM,6/24/2022
-1.11,9:54:00 AM,6/24/2022
-1.31,10:00:00 AM,6/24/2022
-1.24,10:06:00 AM,6/24/2022
-1.32,10:12:00 AM,6/24/2022
-1.35,10:18:00 AM,6/24/2022
-1.43,10:24:00 AM,6/24/2022
-1.49,10:30:00 AM,6/24/2022
-1.51,10:36:00 AM,6/24/2022
-1.56,10:42:00 AM,6/24/2022
-1.64,10:48:00 AM,6/24/2022
-1.69,10:54:00 AM,6/24/2022
-1.73,11:00:00 AM,6/24/2022
-1.75,11:06:00 AM,6/24/2022
-1.84,11:12:00 AM,6/24/2022
-1.85,11:18:00 AM,6/24/2022
-1.84,11:24:00 AM,6/24/2022
-1.87,11:36:00 AM,6/24/2022
-1.83,11:42:00 AM,6/24/2022
-1.77,11:48:00 AM,6/24/2022
-1.78,11:54:00 AM,6/24/2022
-1.66,12:00:00 PM,6/24/2022
-1.63,12:06:00 PM,6/24/2022
-1.61,12:12:00 PM,6/24/2022
-1.52,12:18:00 PM,6/24/2022
-1.58,12:24:00 PM,6/24/2022
-1.39,12:30:00 PM,6/24/2022
-1.29,12:36:00 PM,6/24/2022
-1.23,12:42:00 PM,6/24/2022
-1.18,12:48:00 PM,6/24/2022
-1.11,12:54:00 PM,6/24/2022
-1.05,1:00:00 PM,6/24/2022
-0.99,1:06:00 PM,6/24/2022
-0.96,1:12:00 PM,6/24/2022
-0.88,1:18:00 PM,6/24/2022
-0.85,1:24:00 PM,6/24/2022
-0.75,1:30:00 PM,6/24/2022
-0.71,1:36:00 PM,6/24/2022
-0.63,1:42:00 PM,6/24/2022
-0.61,1:48:00 PM,6/24/2022
-0.49,1:54:00 PM,6/24/2022
-0.41,2:00:00 PM,6/24/2022
-0.35,2:06:00 PM,6/24/2022
-0.24,2:12:00 PM,6/24/2022
-0.14,2:18:00 PM,6/24/2022
-0.09,2:24:00 PM,6/24/2022
0.04,2:30:00 PM,6/24/2022
0.12,2:36:00 PM,6/24/2022
0.2,2:42:00 PM,6/24/2022
0.26,2:48:00 PM,6/24/2022
0.39,2:54:00 PM,6/24/2022
0.44,3:00:00 PM,6/24/2022
0.57,3:06:00 PM,6/24/2022
0.63,3:12:00 PM,6/24/2022
0.73,3:18:00 PM,6/24/2022
0.78,3:24:00 PM,6/24/2022
0.91,3:30:00 PM,6/24/2022
0.98,3:36:00 PM,6/24/2022
1.07,3:42:00 PM,6/24/2022
1.22,3:48:00 PM,6/24/2022
1.28,3:54:00 PM,6/24/2022
1.35,4:00:00 PM,6/24/2022
1.42,4:06:00 PM,6/24/2022
1.49,4:12:00 PM,6/24/2022
1.59,4:18:00 PM,6/24/2022
1.64,4:24:00 PM,6/24/2022
1.74,4:30:00 PM,6/24/2022
1.83,4:36:00 PM,6/24/2022
1.85,4:42:00 PM,6/24/2022
1.98,4:48:00 PM,6/24/2022
2.03,4:54:00 PM,6/24/2022
2.1,5:00:00 PM,6/24/2022
2.16,5:06:00 PM,6/24/2022
2.21,5:12:00 PM,6/24/2022
2.31,5:18:00 PM,6/24/2022
2.32,5:24:00 PM,6/24/2022
2.34,5:30:00 PM,6/24/2022
2.39,5:36:00 PM,6/24/2022
2.42,5:42:00 PM,6/24/2022
2.43,5:48:00 PM,6/24/2022
2.4,5:54:00 PM,6/24/2022
2.46,6:00:00 PM,6/24/2022
2.45,6:06:00 PM,6/24/2022
2.41,6:12:00 PM,6/24/2022
2.41,6:18:00 PM,6/24/2022
2.38,6:24:00 PM,6/24/2022
2.16,6:36:00 PM,6/24/2022
2.2,6:42:00 PM,6/24/2022
2.16,6:48:00 PM,6/24/2022
2.08,6:54:00 PM,6/24/2022
2,7:00:00 PM,6/24/2022
1.96,7:06:00 PM,6/24/2022
1.94,7:12:00 PM,6/24/2022
1.83,7:18:00 PM,6/24/2022
1.83,7:24:00 PM,6/24/2022
1.74,7:30:00 PM,6/24/2022
1.71,7:36:00 PM,6/24/2022
1.65,7:42:00 PM,6/24/2022
1.57,7:48:00 PM,6/24/2022
1.51,7:54:00 PM,6/24/2022
1.44,8:00:00 PM,6/24/2022
1.43,8:06:00 PM,6/24/2022
1.33,8:12:00 PM,6/24/2022
1.24,8:18:00 PM,6/24/2022
1.23,8:24:00 PM,6/24/2022
1.14,8:30:00 PM,6/24/2022
1.1,8:36:00 PM,6/24/2022
1.01,8:42:00 PM,6/24/2022
0.97,8:48:00 PM,6/24/2022
0.91,8:54:00 PM,6/24/2022
0.85,9:00:00 PM,6/24/2022
0.79,9:06:00 PM,6/24/2022
0.73,9:12:00 PM,6/24/2022
0.65,9:18:00 PM,6/24/2022
0.58,9:24:00 PM,6/24/2022
0.52,9:30:00 PM,6/24/2022
0.46,9:36:00 PM,6/24/2022
0.38,9:42:00 PM,6/24/2022
0.3,9:48:00 PM,6/24/2022
0.24,9:54:00 PM,6/24/2022
0.13,10:00:00 PM,6/24/2022
0.06,10:06:00 PM,6/24/2022
-0.02,10:12:00 PM,6/24/2022
-0.1,10:18:00 PM,6/24/2022
-0.17,10:24:00 PM,6/24/2022
-0.2,10:30:00 PM,6/24/2022
-0.29,10:36:00 PM,6/24/2022
-0.37,10:42:00 PM,6/24/2022
-0.45,10:48:00 PM,6/24/2022
-0.54,10:54:00 PM,6/24/2022
-0.65,11:00:00 PM,6/24/2022
-0.67,11:06:00 PM,6/24/2022
-0.77,11:12:00 PM,6/24/2022
-0.83,11:18:00 PM,6/24/2022
-0.89,11:24:00 PM,6/24/2022
-0.97,11:30:00 PM,6/24/2022
-1.02,11:36:00 PM,6/24/2022
-1.09,11:42:00 PM,6/24/2022
-1.16,11:48:00 PM,6/24/2022
-1.22,11:54:00 PM,6/24/2022
-1.23,12:00:00 AM,6/25/2022
-1.32,12:06:00 AM,6/25/2022
-1.35,12:12:00 AM,6/25/2022
-1.38,12:18:00 AM,6/25/2022
-1.42,12:24:00 AM,6/25/2022
-1.42,12:30:00 AM,6/25/2022
-1.47,12:36:00 AM,6/25/2022
-1.49,12:42:00 AM,6/25/2022
-1.52,12:48:00 AM,6/25/2022
-1.49,12:54:00 AM,6/25/2022
-1.5,1:00:00 AM,6/25/2022
-1.47,1:06:00 AM,6/25/2022
-1.41,1:12:00 AM,6/25/2022
-1.35,1:18:00 AM,6/25/2022
-1.28,1:24:00 AM,6/25/2022
-1.22,1:30:00 AM,6/25/2022
-1.14,1:36:00 AM,6/25/2022
-1.06,1:42:00 AM,6/25/2022
-0.99,1:48:00 AM,6/25/2022
-0.91,1:54:00 AM,6/25/2022
-0.87,2:00:00 AM,6/25/2022
-0.82,2:06:00 AM,6/25/2022
-0.77,2:12:00 AM,6/25/2022
-0.72,2:18:00 AM,6/25/2022
-0.69,2:24:00 AM,6/25/2022
-0.64,2:30:00 AM,6/25/2022
-0.55,2:36:00 AM,6/25/2022
-0.49,2:42:00 AM,6/25/2022
-0.42,2:48:00 AM,6/25/2022
-0.36,2:54:00 AM,6/25/2022
-0.3,3:00:00 AM,6/25/2022
-0.23,3:06:00 AM,6/25/2022
-0.16,3:12:00 AM,6/25/2022
-0.09,3:18:00 AM,6/25/2022
-0.01,3:24:00 AM,6/25/2022
0.08,3:30:00 AM,6/25/2022
0.16,3:36:00 AM,6/25/2022
0.24,3:42:00 AM,6/25/2022
0.31,3:48:00 AM,6/25/2022
0.4,3:54:00 AM,6/25/2022
0.47,4:00:00 AM,6/25/2022
0.54,4:06:00 AM,6/25/2022
0.6,4:12:00 AM,6/25/2022
0.67,4:18:00 AM,6/25/2022
0.73,4:24:00 AM,6/25/2022
0.81,4:30:00 AM,6/25/2022
0.86,4:36:00 AM,6/25/2022
0.92,4:42:00 AM,6/25/2022
0.97,4:48:00 AM,6/25/2022
1.04,4:54:00 AM,6/25/2022
1.09,5:00:00 AM,6/25/2022
1.16,5:06:00 AM,6/25/2022
1.19,5:12:00 AM,6/25/2022
1.24,5:18:00 AM,6/25/2022
1.28,5:24:00 AM,6/25/2022
1.3,5:30:00 AM,6/25/2022
1.35,5:36:00 AM,6/25/2022
1.33,5:42:00 AM,6/25/2022
1.36,5:48:00 AM,6/25/2022
1.36,5:54:00 AM,6/25/2022
1.39,6:00:00 AM,6/25/2022
1.41,6:06:00 AM,6/25/2022
1.4,6:12:00 AM,6/25/2022
1.4,6:18:00 AM,6/25/2022
1.39,6:24:00 AM,6/25/2022
1.37,6:30:00 AM,6/25/2022
1.31,6:36:00 AM,6/25/2022
1.32,6:42:00 AM,6/25/2022
1.28,6:48:00 AM,6/25/2022
1.22,6:54:00 AM,6/25/2022
1.14,7:00:00 AM,6/25/2022
1.13,7:06:00 AM,6/25/2022
1.06,7:12:00 AM,6/25/2022
0.98,7:18:00 AM,6/25/2022
0.92,7:24:00 AM,6/25/2022
0.7,7:48:00 AM,6/25/2022
0.64,7:54:00 AM,6/25/2022
0.58,8:00:00 AM,6/25/2022
0.54,8:06:00 AM,6/25/2022
0.45,8:12:00 AM,6/25/2022
0.39,8:18:00 AM,6/25/2022
0.37,8:24:00 AM,6/25/2022
0.28,8:30:00 AM,6/25/2022
0.23,8:36:00 AM,6/25/2022
0.14,8:42:00 AM,6/25/2022
0.1,8:48:00 AM,6/25/2022
0.03,8:54:00 AM,6/25/2022
-0.03,9:00:00 AM,6/25/2022
-0.13,9:06:00 AM,6/25/2022
-0.22,9:12:00 AM,6/25/2022
-0.27,9:18:00 AM,6/25/2022
-0.39,9:24:00 AM,6/25/2022
-0.43,9:30:00 AM,6/25/2022
-0.5,9:36:00 AM,6/25/2022
-0.55,9:42:00 AM,6/25/2022
-0.62,9:48:00 AM,6/25/2022
-0.71,9:54:00 AM,6/25/2022
-0.76,10:00:00 AM,6/25/2022
-0.82,10:06:00 AM,6/25/2022
-0.9,10:12:00 AM,6/25/2022
-1.05,10:18:00 AM,6/25/2022
-1.03,10:24:00 AM,6/25/2022
-1.15,10:30:00 AM,6/25/2022
-1.21,10:36:00 AM,6/25/2022
-1.31,10:42:00 AM,6/25/2022
-1.34,10:48:00 AM,6/25/2022
-1.4,10:54:00 AM,6/25/2022
-1.47,11:00:00 AM,6/25/2022
-1.49,11:06:00 AM,6/25/2022
-1.62,11:12:00 AM,6/25/2022
-1.62,11:18:00 AM,6/25/2022
-1.75,11:24:00 AM,6/25/2022
-1.89,11:48:00 AM,6/25/2022
-2.01,11:54:00 AM,6/25/2022
-2.01,12:00:00 PM,6/25/2022
-2.07,12:06:00 PM,6/25/2022
-2.07,12:12:00 PM,6/25/2022
-2.05,12:18:00 PM,6/25/2022
-2.08,12:24:00 PM,6/25/2022
-2.2,12:30:00 PM,6/25/2022
-2.1,12:36:00 PM,6/25/2022
-1.98,12:42:00 PM,6/25/2022
-1.96,12:48:00 PM,6/25/2022
-1.83,12:54:00 PM,6/25/2022
-1.85,1:00:00 PM,6/25/2022
-1.8,1:06:00 PM,6/25/2022
-1.67,1:12:00 PM,6/25/2022
-1.55,1:18:00 PM,6/25/2022
-1.49,1:24:00 PM,6/25/2022
-1.42,1:36:00 PM,6/25/2022
-1.31,1:42:00 PM,6/25/2022
-1.24,1:48:00 PM,6/25/2022
-1.2,1:54:00 PM,6/25/2022
-1.16,2:00:00 PM,6/25/2022
-1.12,2:06:00 PM,6/25/2022
-1.01,2:12:00 PM,6/25/2022
-0.95,2:18:00 PM,6/25/2022
-0.9,2:24:00 PM,6/25/2022
-0.76,2:30:00 PM,6/25/2022
-0.67,2:36:00 PM,6/25/2022
-0.65,2:42:00 PM,6/25/2022
-0.52,2:48:00 PM,6/25/2022
-0.45,2:54:00 PM,6/25/2022
-0.33,3:00:00 PM,6/25/2022
-0.23,3:06:00 PM,6/25/2022
-0.22,3:12:00 PM,6/25/2022
-0.14,3:18:00 PM,6/25/2022
-0.02,3:24:00 PM,6/25/2022
0.07,3:30:00 PM,6/25/2022
0.37,3:48:00 PM,6/25/2022
0.45,3:54:00 PM,6/25/2022
0.56,4:00:00 PM,6/25/2022
0.67,4:06:00 PM,6/25/2022
0.72,4:12:00 PM,6/25/2022
0.83,4:18:00 PM,6/25/2022
0.9,4:24:00 PM,6/25/2022
1.05,4:36:00 PM,6/25/2022
1.14,4:42:00 PM,6/25/2022
1.28,4:48:00 PM,6/25/2022
1.26,4:54:00 PM,6/25/2022
1.43,5:00:00 PM,6/25/2022
1.48,5:06:00 PM,6/25/2022
1.56,5:12:00 PM,6/25/2022
1.63,5:18:00 PM,6/25/2022
1.72,5:24:00 PM,6/25/2022
1.81,5:30:00 PM,6/25/2022
1.88,5:36:00 PM,6/25/2022
1.89,5:42:00 PM,6/25/2022
1.93,5:48:00 PM,6/25/2022
2.02,5:54:00 PM,6/25/2022
2.14,6:00:00 PM,6/25/2022
2.15,6:06:00 PM,6/25/2022
2.21,6:12:00 PM,6/25/2022
2.23,6:18:00 PM,6/25/2022
2.27,6:24:00 PM,6/25/2022
2.3,6:30:00 PM,6/25/2022
2.27,6:36:00 PM,6/25/2022
2.29,6:42:00 PM,6/25/2022
2.32,6:48:00 PM,6/25/2022
2.27,6:54:00 PM,6/25/2022
2.24,7:00:00 PM,6/25/2022
2.23,7:06:00 PM,6/25/2022
2.21,7:12:00 PM,6/25/2022
2.15,7:18:00 PM,6/25/2022
2.08,7:24:00 PM,6/25/2022
2,7:30:00 PM,6/25/2022
1.94,7:36:00 PM,6/25/2022
1.8,7:42:00 PM,6/25/2022
1.81,7:48:00 PM,6/25/2022
1.77,7:54:00 PM,6/25/2022
1.69,8:00:00 PM,6/25/2022
1.66,8:06:00 PM,6/25/2022
1.65,8:12:00 PM,6/25/2022
1.55,8:18:00 PM,6/25/2022
1.5,8:24:00 PM,6/25/2022
1.44,8:30:00 PM,6/25/2022
1.4,8:36:00 PM,6/25/2022
1.34,8:42:00 PM,6/25/2022
1.27,8:48:00 PM,6/25/2022
1.21,8:54:00 PM,6/25/2022
1.16,9:00:00 PM,6/25/2022
1.11,9:06:00 PM,6/25/2022
1.04,9:12:00 PM,6/25/2022
0.99,9:18:00 PM,6/25/2022
0.9,9:24:00 PM,6/25/2022
0.62,9:48:00 PM,6/25/2022
0.56,9:54:00 PM,6/25/2022
0.47,10:00:00 PM,6/25/2022
0.4,10:06:00 PM,6/25/2022
0.34,10:12:00 PM,6/25/2022
0.28,10:18:00 PM,6/25/2022
0.22,10:24:00 PM,6/25/2022
0.12,10:30:00 PM,6/25/2022
0.04,10:36:00 PM,6/25/2022
-0.05,10:42:00 PM,6/25/2022
-0.1,10:48:00 PM,6/25/2022
-0.17,10:54:00 PM,6/25/2022
-0.26,11:00:00 PM,6/25/2022
-0.31,11:06:00 PM,6/25/2022
-0.43,11:12:00 PM,6/25/2022
-0.49,11:18:00 PM,6/25/2022
-0.56,11:24:00 PM,6/25/2022
-0.64,11:30:00 PM,6/25/2022
-0.71,11:36:00 PM,6/25/2022
-0.79,11:42:00 PM,6/25/2022
-0.88,11:48:00 PM,6/25/2022
-0.96,11:54:00 PM,6/25/2022
-1.02,12:00:00 AM,6/26/2022
-1.09,12:06:00 AM,6/26/2022
-1.17,12:12:00 AM,6/26/2022
-1.23,12:18:00 AM,6/26/2022
-1.27,12:24:00 AM,6/26/2022
-1.38,12:36:00 AM,6/26/2022
-1.43,12:42:00 AM,6/26/2022
-1.5,12:48:00 AM,6/26/2022
-1.55,12:54:00 AM,6/26/2022
-1.59,1:00:00 AM,6/26/2022
-1.62,1:06:00 AM,6/26/2022
-1.68,1:12:00 AM,6/26/2022
-1.74,1:18:00 AM,6/26/2022
-1.72,1:24:00 AM,6/26/2022
-1.73,1:30:00 AM,6/26/2022
-1.71,1:36:00 AM,6/26/2022
-1.68,1:42:00 AM,6/26/2022
-1.68,1:48:00 AM,6/26/2022
-1.64,1:54:00 AM,6/26/2022
-1.5,2:06:00 AM,6/26/2022
-1.45,2:12:00 AM,6/26/2022
-1.37,2:18:00 AM,6/26/2022
-1.32,2:24:00 AM,6/26/2022
-1.24,2:30:00 AM,6/26/2022
-1.05,2:48:00 AM,6/26/2022
-0.96,2:54:00 AM,6/26/2022
-0.9,3:00:00 AM,6/26/2022
-0.87,3:06:00 AM,6/26/2022
-0.81,3:12:00 AM,6/26/2022
-0.74,3:18:00 AM,6/26/2022
-0.7,3:24:00 AM,6/26/2022
-0.64,3:30:00 AM,6/26/2022
-0.57,3:36:00 AM,6/26/2022
-0.52,3:42:00 AM,6/26/2022
-0.45,3:48:00 AM,6/26/2022
-0.39,3:54:00 AM,6/26/2022
-0.32,4:00:00 AM,6/26/2022
-0.24,4:06:00 AM,6/26/2022
-0.18,4:12:00 AM,6/26/2022
-0.11,4:18:00 AM,6/26/2022
-0.02,4:24:00 AM,6/26/2022
0.04,4:30:00 AM,6/26/2022
0.11,4:36:00 AM,6/26/2022
0.2,4:42:00 AM,6/26/2022
0.28,4:48:00 AM,6/26/2022
0.34,4:54:00 AM,6/26/2022
0.41,5:00:00 AM,6/26/2022
0.49,5:06:00 AM,6/26/2022
0.54,5:12:00 AM,6/26/2022
0.58,5:18:00 AM,6/26/2022
0.64,5:24:00 AM,6/26/2022
0.68,5:30:00 AM,6/26/2022
0.76,5:36:00 AM,6/26/2022
0.79,5:42:00 AM,6/26/2022
0.83,5:48:00 AM,6/26/2022
0.87,5:54:00 AM,6/26/2022
0.93,6:00:00 AM,6/26/2022
0.96,6:06:00 AM,6/26/2022
1.01,6:12:00 AM,6/26/2022
1.02,6:18:00 AM,6/26/2022
1.07,6:24:00 AM,6/26/2022
1.09,6:30:00 AM,6/26/2022
1.11,6:36:00 AM,6/26/2022
1.12,6:42:00 AM,6/26/2022
1.13,6:48:00 AM,6/26/2022
1.1,6:54:00 AM,6/26/2022
1.14,7:00:00 AM,6/26/2022
1.16,7:06:00 AM,6/26/2022
1.12,7:12:00 AM,6/26/2022
1.12,7:18:00 AM,6/26/2022
1.12,7:24:00 AM,6/26/2022
1.08,7:30:00 AM,6/26/2022
1.02,7:36:00 AM,6/26/2022
0.95,7:42:00 AM,6/26/2022
0.91,7:48:00 AM,6/26/2022
0.85,7:54:00 AM,6/26/2022
0.83,8:00:00 AM,6/26/2022
0.74,8:06:00 AM,6/26/2022
0.6,8:12:00 AM,6/26/2022
0.65,8:18:00 AM,6/26/2022
0.61,8:24:00 AM,6/26/2022
0.54,8:30:00 AM,6/26/2022
0.49,8:36:00 AM,6/26/2022
0.41,8:42:00 AM,6/26/2022
0.31,8:48:00 AM,6/26/2022
0.24,8:54:00 AM,6/26/2022
0.23,9:00:00 AM,6/26/2022
0.15,9:06:00 AM,6/26/2022
0.11,9:12:00 AM,6/26/2022
0.02,9:18:00 AM,6/26/2022
-0.01,9:24:00 AM,6/26/2022
-0.15,9:30:00 AM,6/26/2022
-0.13,9:36:00 AM,6/26/2022
-0.21,9:42:00 AM,6/26/2022
-0.34,9:48:00 AM,6/26/2022
-0.35,9:54:00 AM,6/26/2022
-0.46,10:00:00 AM,6/26/2022
-0.5,10:06:00 AM,6/26/2022
-0.58,10:12:00 AM,6/26/2022
-0.73,10:18:00 AM,6/26/2022
-0.71,10:24:00 AM,6/26/2022
-0.82,10:30:00 AM,6/26/2022
-0.87,10:36:00 AM,6/26/2022
-0.96,10:42:00 AM,6/26/2022
-1.07,10:48:00 AM,6/26/2022
-1.09,10:54:00 AM,6/26/2022
-1.25,11:00:00 AM,6/26/2022
-1.26,11:06:00 AM,6/26/2022
-1.34,11:12:00 AM,6/26/2022
-1.35,11:18:00 AM,6/26/2022
-1.52,11:24:00 AM,6/26/2022
-1.49,11:30:00 AM,6/26/2022
-1.57,11:36:00 AM,6/26/2022
-1.6,11:42:00 AM,6/26/2022
-1.71,11:48:00 AM,6/26/2022
-1.83,11:54:00 AM,6/26/2022
-1.8,12:00:00 PM,6/26/2022
-1.94,12:06:00 PM,6/26/2022
-2.03,12:12:00 PM,6/26/2022
-1.96,12:18:00 PM,6/26/2022
-1.97,12:24:00 PM,6/26/2022
-2.02,12:36:00 PM,6/26/2022
-2.02,12:42:00 PM,6/26/2022
-2.02,12:48:00 PM,6/26/2022
-2.17,12:54:00 PM,6/26/2022
-2.08,1:00:00 PM,6/26/2022
-2.06,1:06:00 PM,6/26/2022
-2.03,1:12:00 PM,6/26/2022
-2,1:18:00 PM,6/26/2022
-1.92,1:24:00 PM,6/26/2022
-1.99,1:30:00 PM,6/26/2022
-1.84,1:36:00 PM,6/26/2022
-1.73,1:42:00 PM,6/26/2022
-1.68,1:48:00 PM,6/26/2022
-1.6,1:54:00 PM,6/26/2022
-1.6,2:00:00 PM,6/26/2022
-1.49,2:06:00 PM,6/26/2022
-1.39,2:12:00 PM,6/26/2022
-1.33,2:18:00 PM,6/26/2022
-1.24,2:24:00 PM,6/26/2022
-1.17,2:30:00 PM,6/26/2022
-1.1,2:36:00 PM,6/26/2022
-1.12,2:42:00 PM,6/26/2022
-1.04,2:48:00 PM,6/26/2022
-0.95,2:54:00 PM,6/26/2022
-0.99,3:00:00 PM,6/26/2022
-0.85,3:06:00 PM,6/26/2022
-0.78,3:12:00 PM,6/26/2022
-0.74,3:18:00 PM,6/26/2022
-0.64,3:24:00 PM,6/26/2022
-0.55,3:30:00 PM,6/26/2022
-0.46,3:36:00 PM,6/26/2022
-0.39,3:42:00 PM,6/26/2022
-0.29,3:48:00 PM,6/26/2022
-0.22,3:54:00 PM,6/26/2022
-0.13,4:00:00 PM,6/26/2022
-0.04,4:06:00 PM,6/26/2022
0.01,4:12:00 PM,6/26/2022
0.09,4:18:00 PM,6/26/2022
0.18,4:24:00 PM,6/26/2022
0.26,4:30:00 PM,6/26/2022
0.38,4:36:00 PM,6/26/2022
0.44,4:42:00 PM,6/26/2022
0.54,4:48:00 PM,6/26/2022
0.51,4:54:00 PM,6/26/2022
0.69,5:00:00 PM,6/26/2022
0.76,5:06:00 PM,6/26/2022
0.88,5:12:00 PM,6/26/2022
0.95,5:18:00 PM,6/26/2022
1.06,5:24:00 PM,6/26/2022
1.12,5:30:00 PM,6/26/2022
1.22,5:36:00 PM,6/26/2022
1.3,5:42:00 PM,6/26/2022
1.33,5:48:00 PM,6/26/2022
1.41,5:54:00 PM,6/26/2022
1.48,6:00:00 PM,6/26/2022
1.54,6:06:00 PM,6/26/2022
1.6,6:12:00 PM,6/26/2022
1.66,6:18:00 PM,6/26/2022
1.6,6:24:00 PM,6/26/2022
1.95,6:48:00 PM,6/26/2022
2,6:54:00 PM,6/26/2022
2.04,7:00:00 PM,6/26/2022
2.09,7:06:00 PM,6/26/2022
2.17,7:12:00 PM,6/26/2022
2.17,7:18:00 PM,6/26/2022
2.15,7:24:00 PM,6/26/2022
2.22,7:30:00 PM,6/26/2022
2.19,7:36:00 PM,6/26/2022
2.2,7:42:00 PM,6/26/2022
2.19,7:48:00 PM,6/26/2022
2.2,7:54:00 PM,6/26/2022
2.16,8:00:00 PM,6/26/2022
2.09,8:06:00 PM,6/26/2022
2.07,8:12:00 PM,6/26/2022
2.01,8:18:00 PM,6/26/2022
1.95,8:24:00 PM,6/26/2022
1.86,8:36:00 PM,6/26/2022
1.76,8:42:00 PM,6/26/2022
1.74,8:48:00 PM,6/26/2022
1.67,8:54:00 PM,6/26/2022
1.55,9:00:00 PM,6/26/2022
1.55,9:06:00 PM,6/26/2022
1.48,9:12:00 PM,6/26/2022
1.42,9:18:00 PM,6/26/2022
1.36,9:24:00 PM,6/26/2022
1.25,9:30:00 PM,6/26/2022
1.24,9:36:00 PM,6/26/2022
1.15,9:42:00 PM,6/26/2022
1.08,9:48:00 PM,6/26/2022
1.01,9:54:00 PM,6/26/2022
0.98,10:00:00 PM,6/26/2022
0.9,10:06:00 PM,6/26/2022
0.84,10:12:00 PM,6/26/2022
0.7,10:18:00 PM,6/26/2022
0.7,10:24:00 PM,6/26/2022
0.6,10:30:00 PM,6/26/2022
0.52,10:36:00 PM,6/26/2022
0.41,10:42:00 PM,6/26/2022
0.37,10:48:00 PM,6/26/2022
0.26,10:54:00 PM,6/26/2022
0.16,11:00:00 PM,6/26/2022
0.11,11:06:00 PM,6/26/2022
0.02,11:12:00 PM,6/26/2022
-0.02,11:18:00 PM,6/26/2022
-0.11,11:24:00 PM,6/26/2022
-0.19,11:30:00 PM,6/26/2022
-0.28,11:36:00 PM,6/26/2022
-0.34,11:42:00 PM,6/26/2022
-0.46,11:48:00 PM,6/26/2022
-0.53,11:54:00 PM,6/26/2022
-0.61,12:00:00 AM,6/27/2022
-0.69,12:06:00 AM,6/27/2022
-0.76,12:12:00 AM,6/27/2022
-0.93,12:18:00 AM,6/27/2022
-0.93,12:24:00 AM,6/27/2022
-1.03,12:30:00 AM,6/27/2022
-1.15,12:36:00 AM,6/27/2022
-1.19,12:42:00 AM,6/27/2022
-1.24,12:48:00 AM,6/27/2022
-1.32,12:54:00 AM,6/27/2022
-1.38,1:00:00 AM,6/27/2022
-1.48,1:06:00 AM,6/27/2022
-1.55,1:12:00 AM,6/27/2022
-1.59,1:18:00 AM,6/27/2022
-1.64,1:24:00 AM,6/27/2022
-1.68,1:30:00 AM,6/27/2022
-1.7,1:36:00 AM,6/27/2022
-1.75,1:42:00 AM,6/27/2022
-1.79,1:48:00 AM,6/27/2022
-1.77,1:54:00 AM,6/27/2022
-1.78,2:06:00 AM,6/27/2022
-1.75,2:12:00 AM,6/27/2022
-1.74,2:18:00 AM,6/27/2022
-1.74,2:24:00 AM,6/27/2022
-1.74,2:30:00 AM,6/27/2022
-1.69,2:36:00 AM,6/27/2022
-1.61,2:42:00 AM,6/27/2022
-1.56,2:48:00 AM,6/27/2022
-1.49,2:54:00 AM,6/27/2022
-1.42,3:00:00 AM,6/27/2022
-1.33,3:06:00 AM,6/27/2022
-1.27,3:12:00 AM,6/27/2022
-1.22,3:18:00 AM,6/27/2022
-1.16,3:24:00 AM,6/27/2022
-1.1,3:30:00 AM,6/27/2022
-1.03,3:36:00 AM,6/27/2022
-1.01,3:42:00 AM,6/27/2022
-0.94,3:48:00 AM,6/27/2022
-0.9,3:54:00 AM,6/27/2022
-0.82,4:00:00 AM,6/27/2022
-0.72,4:06:00 AM,6/27/2022
-0.69,4:12:00 AM,6/27/2022
-0.68,4:18:00 AM,6/27/2022
-0.61,4:24:00 AM,6/27/2022
-0.56,4:30:00 AM,6/27/2022
-0.47,4:36:00 AM,6/27/2022
-0.44,4:42:00 AM,6/27/2022
-0.38,4:48:00 AM,6/27/2022
-0.31,4:54:00 AM,6/27/2022
-0.21,5:00:00 AM,6/27/2022
-0.18,5:06:00 AM,6/27/2022
-0.12,5:12:00 AM,6/27/2022
-0.05,5:18:00 AM,6/27/2022
0.02,5:24:00 AM,6/27/2022
0.07,5:30:00 AM,6/27/2022
0.14,5:36:00 AM,6/27/2022
0.23,5:42:00 AM,6/27/2022
0.3,5:48:00 AM,6/27/2022
0.36,5:54:00 AM,6/27/2022
0.4,6:00:00 AM,6/27/2022
0.47,6:06:00 AM,6/27/2022
0.53,6:12:00 AM,6/27/2022
0.61,6:18:00 AM,6/27/2022
0.68,6:24:00 AM,6/27/2022
0.77,6:36:00 AM,6/27/2022
0.85,6:42:00 AM,6/27/2022
0.88,6:48:00 AM,6/27/2022
0.92,6:54:00 AM,6/27/2022
0.97,7:00:00 AM,6/27/2022
1.03,7:06:00 AM,6/27/2022
1.06,7:12:00 AM,6/27/2022
1.11,7:18:00 AM,6/27/2022
1.12,7:24:00 AM,6/27/2022
1.13,7:30:00 AM,6/27/2022
1.14,7:36:00 AM,6/27/2022
1.16,7:42:00 AM,6/27/2022
1.16,7:48:00 AM,6/27/2022
1.15,7:54:00 AM,6/27/2022
1.16,8:00:00 AM,6/27/2022
1.11,8:06:00 AM,6/27/2022
1.1,8:12:00 AM,6/27/2022
